         82855265 function calls (80522673 primitive calls) in 312.271 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      944    0.008    0.000    0.008    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\generics\git.py:133(instances)
     3927    0.002    0.000    0.008    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:78(_cached_splitdrive)
        1    0.000    0.000    0.008    0.008 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\lip\lip_editor.py:1(<module>)
        1    0.000    0.000    0.008    0.008 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\generics\pth.py:212(read_pth)
     6778    0.007    0.000    0.008    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\gff_data.py:937(set_single)
       14    0.000    0.000    0.008    0.001 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\itemviews\treeview.py:364(resizeEvent)
     2875    0.004    0.000    0.008    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\pth.py:313(move_camera)
        2    0.000    0.000    0.008    0.004 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\traceback.py:142(format_exception)
    28468    0.008    0.000    0.008    0.000 {built-in method builtins.issubclass}
    13559    0.008    0.000    0.008    0.000 {method '__exit__' of '_thread.lock' objects}
      340    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:145(_path_stat)
      268    0.001    0.000    0.007    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\bioware_archive.py:192(<genexpr>)
    21978    0.007    0.000    0.007    0.000 {built-in method scale}
    19139    0.007    0.000    0.007    0.000 {method 'startswith' of 'str' objects}
     5117    0.005    0.000    0.007    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\gff_data.py:853(set_uint32)
    18393    0.007    0.000    0.007    0.000 {built-in method math.sin}
    38/37    0.000    0.000    0.007    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:955(start)
        5    0.000    0.000    0.007    0.001 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editor\base.py:578(load)
    39855    0.007    0.000    0.007    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\capsule.py:72(__iter__)
        5    0.001    0.000    0.007    0.001 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editor\base.py:142(_add_help_action)
       54    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:782(_compile_bytecode)
       18    0.000    0.000    0.007    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\pth.py:388(on_mouse_pressed)
        6    0.000    0.000    0.007    0.001 <frozen importlib._bootstrap_external>:1238(_cache_bytecode)
       13    0.000    0.000    0.007    0.001 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:664(resolve)
     3080    0.007    0.000    0.007    0.000 {built-in method mapFromGlobal}
        6    0.000    0.000    0.007    0.001 <frozen importlib._bootstrap_external>:1243(set_data)
        1    0.000    0.000    0.007    0.007 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\settings\installations.py:41(__init__)
     3686    0.003    0.000    0.007    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\type.py:432(__eq__)
 22162/35  166.196    0.007    0.007    0.000 {method 'acquire' of '_thread.lock' objects}
      162    0.001    0.000    0.007    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\gff_auto.py:41(check)
    12093    0.005    0.000    0.007    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\gff_data.py:1804(at)
     3995    0.003    0.000    0.007    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:193(__eq__)
    39966    0.007    0.000    0.007    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:61(zoom)
       40    0.005    0.000    0.007    0.000 {built-in method builtins.print}
        6    0.002    0.000    0.006    0.001 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\media_player_widget.py:28(_setup_media_player)
       54    0.006    0.000    0.006    0.000 {built-in method marshal.loads}
    12081    0.004    0.000    0.006    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\gff_data.py:1708(__len__)
        6    0.000    0.000    0.006    0.001 <frozen importlib._bootstrap_external>:200(_write_atomic)
    21978    0.006    0.000    0.006    0.000 {built-in method rotate}
       16    0.000    0.000    0.006    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\itemviews\abstractview.py:98(resizeEvent)
    424/3    0.001    0.000    0.006    0.002 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\common\filters.py:97(setup_filter)
    13676    0.006    0.000    0.006    0.000 {method 'copy' of 'list' objects}
     5560    0.002    0.000    0.006    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_utils.py:284(getattr_checked)
      589    0.005    0.000    0.006    0.000 {method 'close' of '_io.BufferedReader' objects}
      345    0.001    0.000    0.006    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:245(_from_parsed_parts)
     5467    0.006    0.000    0.006    0.000 {method 'remove' of 'collections.deque' objects}
      229    0.004    0.000    0.006    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.006    0.006 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:303(_setup_signals)
     2494    0.004    0.000    0.006    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\common\misc.py:137(__eq__)
     3953    0.003    0.000    0.006    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\ntpath.py:146(splitdrive)
     1577    0.004    0.000    0.006    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:404(read_int8)
       87    0.005    0.000    0.006    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\_collections_abc.py:808(get)
        2    0.001    0.001    0.006    0.003 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\dialogs\asyncloader.py:116(__init__)
     3908    0.004    0.000    0.006    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\gff_data.py:839(set_uint16)
    19313    0.006    0.000    0.006    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\misc.py:14(__init__)
        2    0.000    0.000    0.006    0.003 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\erf.py:199(load)
        1    0.000    0.000    0.006    0.006 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\lip\__init__.py:1(<module>)
        1    0.000    0.000    0.006    0.006 g:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\PIL\_typing.py:1(<module>)
       38    0.000    0.000    0.006    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\misc.py:172(is_debug_mode)
       18    0.000    0.000    0.006    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\pth.py:467(on_mouse_pressed)
     5467    0.004    0.000    0.006    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:312(_release_save)
       81    0.000    0.000    0.006    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\os.py:811(getenv)
        6    0.001    0.000    0.006    0.001 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editor\base.py:116(_setup_menus)
    23689    0.006    0.000    0.006    0.000 {built-in method math.degrees}
      286    0.001    0.000    0.005    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:329(parent)
        6    0.000    0.000    0.005    0.001 <frozen importlib._bootstrap_external>:1085(source_to_code)
       17    0.005    0.000    0.005    0.000 {built-in method resize}
        1    0.003    0.003    0.005    0.005 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\ifo.py:39(setup_ui)
       12    0.001    0.000    0.005    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:568(iterdir)
        8    0.005    0.001    0.005    0.001 {built-in method setColumnCount}
      109    0.001    0.000    0.005    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_net_command.py:58(__init__)
       36    0.000    0.000    0.005    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\git.py:1508(zoom_camera)
        2    0.000    0.000    0.005    0.003 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\erf.py:603(__init__)
        2    0.002    0.001    0.005    0.003 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\itemviews\tableview.py:24(__init__)
        2    0.000    0.000    0.005    0.003 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\traceback.py:1037(__init__)
    15341    0.005    0.000    0.005    0.000 {built-in method y}
    21214    0.005    0.000    0.005    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\common\misc.py:157(__str__)
        1    0.000    0.000    0.005    0.005 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\tools\encoding.py:22(decode_bytes_with_fallbacks)
        1    0.000    0.000    0.005    0.005 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\tools\encoding.py:75(_decode_attempt)
       66    0.005    0.000    0.005    0.000 {built-in method _io.open_code}
        2    0.000    0.000    0.005    0.003 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\traceback.py:453(_extract_from_extended_frame_gen)
       24    0.000    0.000    0.005    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\traceback.py:371(line)
     1233    0.001    0.000    0.005    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd_file_utils.py:300(_normcase_windows)
      142    0.001    0.000    0.005    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\tools\misc.py:42(is_mod_file)
   200/68    0.000    0.000    0.005    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_reload.py:278(_update)
       40    0.000    0.000    0.005    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\type.py:322(from_id)
     7717    0.005    0.000    0.005    0.000 {built-in method time.monotonic}
        1    0.001    0.001    0.005    0.005 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\generics\git.py:1040(construct_git)
     1260    0.002    0.000    0.005    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:631(clear)
     8201    0.005    0.000    0.005    0.000 {method '__enter__' of '_thread.lock' objects}
       18    0.000    0.000    0.005    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\linecache.py:22(getline)
        6    0.000    0.000    0.005    0.001 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_reload.py:389(_update_class)
     3321    0.004    0.000    0.005    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\gff_data.py:979(set_string)
     3179    0.002    0.000    0.005    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\gff_auto.py:44(<genexpr>)
       30    0.000    0.000    0.005    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\linecache.py:32(getlines)
      306    0.002    0.000    0.005    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\common\language.py:616(set_data)
      303    0.001    0.000    0.005    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1954(get_module_root)
      468    0.002    0.000    0.005    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\enum.py:354(__setitem__)
     4116    0.002    0.000    0.005    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:64(_cached_normpath)
        1    0.000    0.000    0.005    0.005 g:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\charset_normalizer\api.py:33(from_bytes)
     2723    0.003    0.000    0.005    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydev_bundle\pydev_is_thread_alive.py:14(is_thread_alive)
       10    0.000    0.000    0.005    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\linecache.py:102(updatecache)
       24    0.000    0.000    0.005    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_process_net_command_json.py:150(process_net_command_json)
       10    0.000    0.000    0.005    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editor\base.py:227(refresh_window_title)
      306    0.005    0.000    0.005    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\common\language.py:166(get_encoding)
        5    0.000    0.000    0.005    0.001 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editor\base.py:637(new)
      239    0.001    0.000    0.005    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:2101(module_id)
     3642    0.005    0.000    0.005    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\geometry.py:1136(walkable)
       72    0.000    0.000    0.005    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\traceback.py:342(_set_lines)
      933    0.002    0.000    0.004    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:272(true_size)
        1    0.001    0.001    0.004    0.004 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\uic\qtpy\editors\txt.py:15(setupUi)
       24    0.000    0.000    0.004    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\itemviews\abstractview.py:60(_fix_drawer_button)
       41    0.004    0.000    0.004    0.000 g:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\qtpy\_utils.py:73(set_shortcut)
        2    0.000    0.000    0.004    0.002 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:631(__init__)
       39    0.000    0.000    0.004    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:1737(notify_thread_not_alive)
        8    0.000    0.000    0.004    0.001 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\itemviews\abstractview.py:22(__init__)
     1264    0.003    0.000    0.004    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:1587(get_internal_queue_and_event)
      264    0.004    0.000    0.004    0.000 {built-in method drawRoundedRect}
        1    0.002    0.002    0.004    0.004 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\uic\qtpy\widgets\settings\application.py:15(setupUi)
        5    0.000    0.000    0.004    0.001 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editor\base.py:609(_detect_save_game_resource)
       14    0.004    0.000    0.004    0.000 {function RobustTreeView.resizeEvent at 0x000002EDB0CACAD0}
     2077    0.004    0.000    0.004    0.000 {built-in method setData}
     3080    0.004    0.000    0.004    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:68(nudge_position)
     5538    0.004    0.000    0.004    0.000 {built-in method _thread.allocate_lock}
     3346    0.003    0.000    0.004    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\gff_data.py:965(set_resref)
      374    0.000    0.000    0.004    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_abc.py:194(stem)
       30    0.000    0.000    0.004    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\itemviews\abstractview.py:36(debounce_layout_changed)
      425    0.004    0.000    0.004    0.000 {built-in method findChildren}
      356    0.001    0.000    0.004    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:159(from_bytes)
     9710    0.004    0.000    0.004    0.000 {built-in method minimum}
        2    0.000    0.000    0.004    0.002 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\erf.py:291(new)
     2923    0.004    0.000    0.004    0.000 {function PTHEditor.mouseMoveEvent at 0x000002EDD53A1190}
     3129    0.004    0.000    0.004    0.000 {built-in method update}
       36    0.000    0.000    0.004    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_reload.py:354(_update_function)
